threshold,score,precision,recall,f1,fnr,dp_diff,fnr_gap,worst_group_sensitivity,macro_avg_fnr,method
0.5,0.1415815155788127,0.5791139240506329,0.21605667060212513,0.31470335339638866,0.7839433293978748,0.005985560045138769,0.016968020350255575,0.20466786355475763,0.7868481262701146,Naive transfer
0.51,0.12408673146438204,0.5865546218487395,0.20602125147579692,0.30493665356050675,0.7939787485242031,0.004502105545378499,0.01539059132271925,0.19569120287253142,0.796613501466109,Naive transfer
0.52,0.10101267677118173,0.5891891891891892,0.19303423848878395,0.29079590929301913,0.806965761511216,0.0023785827716690106,0.012090464528374034,0.18491921005385997,0.809035557681953,Naive transfer
0.53,0.06910591194956356,0.5913555992141454,0.17768595041322313,0.2732637312755334,0.8223140495867769,0.002821355977429163,0.01062198705529216,0.17055655296229802,0.8241324535100559,Naive transfer
0.54,0.042718835520013015,0.6012658227848101,0.1682408500590319,0.2629151291512915,0.8317591499409681,0.004328902011880409,0.015273744728086958,0.15798922800718132,0.8343738996287753,Naive transfer
0.55,0.03512390807549831,0.6164383561643836,0.15938606847697756,0.25328330206378985,0.8406139315230224,0.0011355873397525182,0.010105651427660067,0.1526032315978456,0.8423439426883244,Naive transfer
0.56,0.030811391296434593,0.6292682926829268,0.15230224321133412,0.24524714828897337,0.8476977567886659,0.00035087860184413594,0.004901240942415064,0.1490125673249551,0.8485368122038373,Naive transfer
0.5700000000000001,0.00838573800581674,0.6404199475065617,0.14403778040141677,0.23518072289156627,0.8559622195985832,0.0005135877168215286,0.008637173954578192,0.13824057450628366,0.8574408385164272,Naive transfer
0.5800000000000001,-0.010045076322465873,0.6342857142857142,0.13105076741440377,0.2172211350293542,0.8689492325855962,0.0016129464987243367,1.2632064284590072e-05,0.1310466138962181,0.8689470700716396,Naive transfer
0.5900000000000001,-0.03281837723433198,0.6314199395770392,0.12337662337662338,0.20641975308641974,0.8766233766233766,0.00246135179426267,0.0034217104130843667,0.12225153913808268,0.8760376056553751,Naive transfer
0.6000000000000001,-0.05815023725227289,0.6385135135135135,0.1115702479338843,0.1899497487437186,0.8884297520661157,0.0015948778477060943,0.0022879826435436845,0.11081794195250659,0.8880380667257215,Naive transfer
0.6100000000000001,-0.0804172770079695,0.6466165413533834,0.10153482880755609,0.17551020408163265,0.898465171192444,0.0015848397082515175,0.0014842675534375571,0.10053859964093358,0.8987192665823476,Naive transfer
